Platform Type	Center	Platform	Level	Sample	Barcode	File Name
miRNASeq	BCGSC	50	3	TCGA-55-7911-01	TCGA-55-7911-01A-11H-2169-13	TCGA-55-7911-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-7913-01	TCGA-55-7913-01B-11H-2240-13	TCGA-55-7913-01B-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-7914-01	TCGA-55-7914-01A-11H-2169-13	TCGA-55-7914-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-7994-01	TCGA-55-7994-01A-11H-2186-13	TCGA-55-7994-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-7995-01	TCGA-55-7995-01A-11H-2186-13	TCGA-55-7995-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8085-01	TCGA-55-8085-01A-11H-2240-13	TCGA-55-8085-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8087-01	TCGA-55-8087-01A-11H-2240-13	TCGA-55-8087-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8089-01	TCGA-55-8089-01A-11H-2240-13	TCGA-55-8089-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8090-01	TCGA-55-8090-01A-11H-2240-13	TCGA-55-8090-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8091-01	TCGA-55-8091-01A-11H-2240-13	TCGA-55-8091-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8092-01	TCGA-55-8092-01A-11H-2240-13	TCGA-55-8092-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8094-01	TCGA-55-8094-01A-11H-2240-13	TCGA-55-8094-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8096-01	TCGA-55-8096-01A-11H-2240-13	TCGA-55-8096-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8097-01	TCGA-55-8097-01A-11H-2240-13	TCGA-55-8097-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8203-01	TCGA-55-8203-01A-11H-2240-13	TCGA-55-8203-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8204-01	TCGA-55-8204-01A-11H-2240-13	TCGA-55-8204-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8205-01	TCGA-55-8205-01A-11H-2240-13	TCGA-55-8205-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8206-01	TCGA-55-8206-01A-11H-2240-13	TCGA-55-8206-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8207-01	TCGA-55-8207-01A-11H-2240-13	TCGA-55-8207-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8208-01	TCGA-55-8208-01A-11H-2240-13	TCGA-55-8208-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8299-01	TCGA-55-8299-01A-11H-2286-13	TCGA-55-8299-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8301-01	TCGA-55-8301-01A-11H-2286-13	TCGA-55-8301-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8302-01	TCGA-55-8302-01A-11H-2325-13	TCGA-55-8302-01A-11H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8505-01	TCGA-55-8505-01A-11H-2402-13	TCGA-55-8505-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8506-01	TCGA-55-8506-01A-11H-2402-13	TCGA-55-8506-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8507-01	TCGA-55-8507-01A-11H-2402-13	TCGA-55-8507-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8508-01	TCGA-55-8508-01A-11H-2402-13	TCGA-55-8508-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8510-01	TCGA-55-8510-01A-11H-2402-13	TCGA-55-8510-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8511-01	TCGA-55-8511-01A-11H-2402-13	TCGA-55-8511-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8512-01	TCGA-55-8512-01A-11H-2402-13	TCGA-55-8512-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8513-01	TCGA-55-8513-01A-11H-2402-13	TCGA-55-8513-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8514-01	TCGA-55-8514-01A-11H-2402-13	TCGA-55-8514-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8614-01	TCGA-55-8614-01A-11H-2402-13	TCGA-55-8614-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8615-01	TCGA-55-8615-01A-11H-2402-13	TCGA-55-8615-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8616-01	TCGA-55-8616-01A-11H-2402-13	TCGA-55-8616-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8619-01	TCGA-55-8619-01A-11H-2402-13	TCGA-55-8619-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8620-01	TCGA-55-8620-01A-11H-2402-13	TCGA-55-8620-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-8621-01	TCGA-55-8621-01A-11H-2402-13	TCGA-55-8621-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A48X-01	TCGA-55-A48X-01A-11H-A24G-13	TCGA-55-A48X-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A48Z-01	TCGA-55-A48Z-01A-12H-A24S-13	TCGA-55-A48Z-01A-12H-A24S-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A491-01	TCGA-55-A491-01A-11H-A24G-13	TCGA-55-A491-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A492-01	TCGA-55-A492-01A-11H-A24G-13	TCGA-55-A492-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A493-01	TCGA-55-A493-01A-11H-A24G-13	TCGA-55-A493-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A494-01	TCGA-55-A494-01A-11H-A24S-13	TCGA-55-A494-01A-11H-A24S-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A4DF-01	TCGA-55-A4DF-01A-11H-A24G-13	TCGA-55-A4DF-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-55-A4DG-01	TCGA-55-A4DG-01A-11H-A24G-13	TCGA-55-A4DG-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-8394-01	TCGA-62-8394-01A-11H-2325-13	TCGA-62-8394-01A-11H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-8395-01	TCGA-62-8395-01A-11H-2325-13	TCGA-62-8395-01A-11H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-8397-01	TCGA-62-8397-01A-11H-2325-13	TCGA-62-8397-01A-11H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-8398-01	TCGA-62-8398-01A-11H-2325-13	TCGA-62-8398-01A-11H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-8399-01	TCGA-62-8399-01A-21H-2325-13	TCGA-62-8399-01A-21H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-8402-01	TCGA-62-8402-01A-11H-2325-13	TCGA-62-8402-01A-11H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46O-01	TCGA-62-A46O-01A-11H-A24G-13	TCGA-62-A46O-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46P-01	TCGA-62-A46P-01A-11H-A24G-13	TCGA-62-A46P-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46R-01	TCGA-62-A46R-01A-11H-A24G-13	TCGA-62-A46R-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46S-01	TCGA-62-A46S-01A-11H-A24G-13	TCGA-62-A46S-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46U-01	TCGA-62-A46U-01A-11H-A24G-13	TCGA-62-A46U-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46V-01	TCGA-62-A46V-01A-11H-A24G-13	TCGA-62-A46V-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A46Y-01	TCGA-62-A46Y-01A-11H-A24G-13	TCGA-62-A46Y-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A470-01	TCGA-62-A470-01A-11H-A24G-13	TCGA-62-A470-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A471-01	TCGA-62-A471-01A-12H-A24G-13	TCGA-62-A471-01A-12H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-62-A472-01	TCGA-62-A472-01A-11H-A24G-13	TCGA-62-A472-01A-11H-A24G-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-1679-01	TCGA-64-1679-01A-21H-2065-13	TCGA-64-1679-01A-21H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-1681-01	TCGA-64-1681-01A-11H-2065-13	TCGA-64-1681-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-5774-01	TCGA-64-5774-01A-01T-1627-13	TCGA-64-5774-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-5775-01	TCGA-64-5775-01A-01T-1627-13	TCGA-64-5775-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-5778-01	TCGA-64-5778-01A-01T-1627-13	TCGA-64-5778-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-5779-01	TCGA-64-5779-01A-01T-1627-13	TCGA-64-5779-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-5781-01	TCGA-64-5781-01A-01T-1627-13	TCGA-64-5781-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-64-5815-01	TCGA-64-5815-01A-01T-1627-13	TCGA-64-5815-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-67-4679-01	TCGA-67-4679-01B-01T-1754-13	TCGA-67-4679-01B-01T-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-67-6215-01	TCGA-67-6215-01A-11H-1754-13	TCGA-67-6215-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-67-6216-01	TCGA-67-6216-01A-11H-1754-13	TCGA-67-6216-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-67-6217-01	TCGA-67-6217-01A-11H-1754-13	TCGA-67-6217-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7760-01	TCGA-69-7760-01A-11H-2169-13	TCGA-69-7760-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7761-01	TCGA-69-7761-01A-11H-2169-13	TCGA-69-7761-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7763-01	TCGA-69-7763-01A-11H-2169-13	TCGA-69-7763-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7764-01	TCGA-69-7764-01A-11H-2169-13	TCGA-69-7764-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7765-01	TCGA-69-7765-01A-11H-2169-13	TCGA-69-7765-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7973-01	TCGA-69-7973-01A-11H-2186-13	TCGA-69-7973-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7974-01	TCGA-69-7974-01A-11H-2186-13	TCGA-69-7974-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7978-01	TCGA-69-7978-01A-11H-2186-13	TCGA-69-7978-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7979-01	TCGA-69-7979-01A-11H-2186-13	TCGA-69-7979-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-7980-01	TCGA-69-7980-01A-11H-2186-13	TCGA-69-7980-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-8253-01	TCGA-69-8253-01A-11H-2286-13	TCGA-69-8253-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-8254-01	TCGA-69-8254-01A-11H-2286-13	TCGA-69-8254-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-8255-01	TCGA-69-8255-01A-11H-2286-13	TCGA-69-8255-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-8453-01	TCGA-69-8453-01A-12H-2325-13	TCGA-69-8453-01A-12H-2325-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-69-A59K-01	TCGA-69-A59K-01A-11H-A263-13	TCGA-69-A59K-01A-11H-A263-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-71-6725-01	TCGA-71-6725-01A-11H-1857-13	TCGA-71-6725-01A-11H-1857-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-71-8520-01	TCGA-71-8520-01A-11H-2402-13	TCGA-71-8520-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-73-4658-01	TCGA-73-4658-01A-01T-1754-13	TCGA-73-4658-01A-01T-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-73-4676-01	TCGA-73-4676-01A-01T-1754-13	TCGA-73-4676-01A-01T-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-73-7498-01	TCGA-73-7498-01A-12H-2186-13	TCGA-73-7498-01A-12H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-73-7499-01	TCGA-73-7499-01A-11H-2186-13	TCGA-73-7499-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-5122-01	TCGA-75-5122-01A-01T-1754-13	TCGA-75-5122-01A-01T-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-5125-01	TCGA-75-5125-01A-01T-1754-13	TCGA-75-5125-01A-01T-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-5126-01	TCGA-75-5126-01A-01T-1754-13	TCGA-75-5126-01A-01T-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-5146-01	TCGA-75-5146-01A-01T-1627-13	TCGA-75-5146-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-5147-01	TCGA-75-5147-01A-01T-1627-13	TCGA-75-5147-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6203-01	TCGA-75-6203-01A-11H-1754-13	TCGA-75-6203-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6205-01	TCGA-75-6205-01A-11H-1754-13	TCGA-75-6205-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6206-01	TCGA-75-6206-01A-11H-1754-13	TCGA-75-6206-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6207-01	TCGA-75-6207-01A-11H-1754-13	TCGA-75-6207-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6211-01	TCGA-75-6211-01A-11H-1754-13	TCGA-75-6211-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6212-01	TCGA-75-6212-01A-11H-1754-13	TCGA-75-6212-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-6214-01	TCGA-75-6214-01A-41H-1948-13	TCGA-75-6214-01A-41H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-7025-01	TCGA-75-7025-01A-12H-1948-13	TCGA-75-7025-01A-12H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-7027-01	TCGA-75-7027-01A-11H-1948-13	TCGA-75-7027-01A-11H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-7030-01	TCGA-75-7030-01A-11H-1948-13	TCGA-75-7030-01A-11H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-75-7031-01	TCGA-75-7031-01A-11H-1948-13	TCGA-75-7031-01A-11H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7143-01	TCGA-78-7143-01A-11H-2038-13	TCGA-78-7143-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7145-01	TCGA-78-7145-01A-11H-2038-13	TCGA-78-7145-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7146-01	TCGA-78-7146-01A-11H-2038-13	TCGA-78-7146-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7147-01	TCGA-78-7147-01A-11H-2038-13	TCGA-78-7147-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7148-01	TCGA-78-7148-01A-11H-2038-13	TCGA-78-7148-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7149-01	TCGA-78-7149-01A-11H-2038-13	TCGA-78-7149-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7150-01	TCGA-78-7150-01A-21H-2038-13	TCGA-78-7150-01A-21H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7152-01	TCGA-78-7152-01A-11H-2038-13	TCGA-78-7152-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7153-01	TCGA-78-7153-01A-11H-2038-13	TCGA-78-7153-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7154-01	TCGA-78-7154-01A-11H-2038-13	TCGA-78-7154-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7155-01	TCGA-78-7155-01A-11H-2038-13	TCGA-78-7155-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7156-01	TCGA-78-7156-01A-11H-2038-13	TCGA-78-7156-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7158-01	TCGA-78-7158-01A-11H-2038-13	TCGA-78-7158-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7159-01	TCGA-78-7159-01A-11H-2038-13	TCGA-78-7159-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7160-01	TCGA-78-7160-01A-11H-2038-13	TCGA-78-7160-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7161-01	TCGA-78-7161-01A-11H-2038-13	TCGA-78-7161-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7162-01	TCGA-78-7162-01A-21H-2065-13	TCGA-78-7162-01A-21H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7163-01	TCGA-78-7163-01A-12H-2065-13	TCGA-78-7163-01A-12H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7166-01	TCGA-78-7166-01A-12H-2065-13	TCGA-78-7166-01A-12H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7167-01	TCGA-78-7167-01A-11H-2065-13	TCGA-78-7167-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7220-01	TCGA-78-7220-01A-11H-2038-13	TCGA-78-7220-01A-11H-2038-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7535-01	TCGA-78-7535-01A-11H-2065-13	TCGA-78-7535-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7536-01	TCGA-78-7536-01A-11H-2065-13	TCGA-78-7536-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7537-01	TCGA-78-7537-01A-11H-2065-13	TCGA-78-7537-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7539-01	TCGA-78-7539-01A-11H-2065-13	TCGA-78-7539-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7540-01	TCGA-78-7540-01A-11H-2065-13	TCGA-78-7540-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7542-01	TCGA-78-7542-01A-21H-2065-13	TCGA-78-7542-01A-21H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-7633-01	TCGA-78-7633-01A-11H-2065-13	TCGA-78-7633-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-8640-01	TCGA-78-8640-01A-11H-2402-13	TCGA-78-8640-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-8648-01	TCGA-78-8648-01A-11H-2402-13	TCGA-78-8648-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-8655-01	TCGA-78-8655-01A-11H-2402-13	TCGA-78-8655-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-8660-01	TCGA-78-8660-01A-11H-2402-13	TCGA-78-8660-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-78-8662-01	TCGA-78-8662-01A-11H-2402-13	TCGA-78-8662-01A-11H-2402-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-80-5607-01	TCGA-80-5607-01A-31H-1948-13	TCGA-80-5607-01A-31H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-80-5608-01	TCGA-80-5608-01A-31H-1948-13	TCGA-80-5608-01A-31H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-80-5611-01	TCGA-80-5611-01A-01T-1627-13	TCGA-80-5611-01A-01T-1627-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-83-5908-01	TCGA-83-5908-01A-21H-2286-13	TCGA-83-5908-01A-21H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-6562-01	TCGA-86-6562-01A-11H-1754-13	TCGA-86-6562-01A-11H-1754-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-6851-01	TCGA-86-6851-01A-11H-1948-13	TCGA-86-6851-01A-11H-1948-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7701-01	TCGA-86-7701-01A-11H-2169-13	TCGA-86-7701-01A-11H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7711-01	TCGA-86-7711-01A-11H-2065-13	TCGA-86-7711-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7713-01	TCGA-86-7713-01A-11H-2065-13	TCGA-86-7713-01A-11H-2065-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7714-01	TCGA-86-7714-01A-12H-2169-13	TCGA-86-7714-01A-12H-2169-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7953-01	TCGA-86-7953-01A-11H-2186-13	TCGA-86-7953-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7954-01	TCGA-86-7954-01A-11H-2186-13	TCGA-86-7954-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-7955-01	TCGA-86-7955-01A-11H-2186-13	TCGA-86-7955-01A-11H-2186-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8054-01	TCGA-86-8054-01A-11H-2240-13	TCGA-86-8054-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8055-01	TCGA-86-8055-01A-11H-2240-13	TCGA-86-8055-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8056-01	TCGA-86-8056-01A-11H-2240-13	TCGA-86-8056-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8073-01	TCGA-86-8073-01A-11H-2240-13	TCGA-86-8073-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8074-01	TCGA-86-8074-01A-11H-2240-13	TCGA-86-8074-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8075-01	TCGA-86-8075-01A-11H-2240-13	TCGA-86-8075-01A-11H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8076-01	TCGA-86-8076-01A-31H-2240-13	TCGA-86-8076-01A-31H-2240-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8278-01	TCGA-86-8278-01A-11H-2286-13	TCGA-86-8278-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8279-01	TCGA-86-8279-01A-11H-2286-13	TCGA-86-8279-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8280-01	TCGA-86-8280-01A-11H-2286-13	TCGA-86-8280-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8281-01	TCGA-86-8281-01A-11H-2286-13	TCGA-86-8281-01A-11H-2286-13.isoform.quantification.txt
miRNASeq	BCGSC	50	3	TCGA-86-8358-01	TCGA-86-8358-01A-11H-2325-13	TCGA-86-8358-01A-11H-2325-13.isoform.quantification.txt
